id,screen_name,followers_count,score
1271363505510326272,YahyaMuhdAlamin,5757,1
2398223979,AliyuMusa_,10062,1
15627090,kalindria,8331,-1
42212987,Asilkyone,2524,-1
423649785,jcdalton1,10044,-1
235353292,Joe_Blue61,4603,-1
1150801171357011968,ruthsrevenge1,23565,1
166134301,CurtisHebert,19078,1
1109280219746070528,tak53381102,23374,-1
1659140850,KashPrime,24588,1
1384322063389896705,ByronNoe6,22299,-1
1336582959466500096,TADavis28966282,5175,-1
898760756,_xsinner,2935,0
153096411,OneKeys,9619,1
830030896057180160,sd_abass,4173,1
1557980388,2NjoyMore,5952,-1
2775642436,ThorsenJoinery,2922,-1
18148907,AviationWeek,246669,1
1421835080813666306,danielgoyal,43170,-1
876411310606622720,Spoonhead8,6016,-2
49470899,nancygower,2803,1
81840413,MyOldhamUK,8025,2
823979177900736512,Greeble214,9161,1
1481954348104130563,AlexAnd09667880,7128,1
722144220178489345,JonAshcroft3,3114,1
1219176308720181248,dw_hotspotasia,21920,3
186933748,baphometx,6034,2
1458034637914009602,RainbowManxxx,41573,1
4175845635,FLai1234,30613,2
116498001,PlanetSWAMPY,2892,-1
1181675019627302913,JadeSmi72331199,2954,-1
1016246192991162368,Vijaybakore_,30823,1
1399274570712977410,AllahKabirJi,5624,-1
742780442592579584,ernest6words,50324,-1
906431301858713600,IMQuotes_Videos,208577,1
2707060856,BlackSheepAnts,3346,1
2887048652,Jane_Suburbia,3128,1
15510386,dotrat,3907,1
1139401490383003648,OnBallSteph,6752,1
253266249,RailwayAge,14008,1
1961835793,katrinamurphyir,6927,-1
2324991210,D_Melissa2,8194,6
272913143,planetkooler,3425,-1
129847546,PeterDCXW,2834,-1
3382967285,boulter_jean,4791,1
1253672034,hewitson10,9812,5
971513065048100865,Dawn83903655,8695,1
315962521,JohnM_61,3863,1
3950928695,Lesleygsmith3,10533,1
570819830,3d3dave,7914,1
625033043,Millie_77,2657,1
1446057847,magiecarew,4501,1
153490014,i_nautilus,4898,1
3254809386,KnightKhanNFTs,3804,-1
1364943079141044229,le0pad,3540,-1
490703249,ElephantsRule,9195,1
255482837,latteofmylife,2923,-1
160507688,vardhanvaibhav,3191,-1
16334281,CBSMiami,118180,-1
593813785,DonnaYoungDC,10458,-1
854247668,CryptosLegend,2757,1
1583034342,LlopisMarta95,3235,0
1424610868550017025,Ram32689669Ram,2877,-2
242836537,SenatorLeahy,234890,1
612397643,sflore83,2895,2
1465160452388888576,BaconStevensol,2981,-2
1371562175639207938,IndieAoba,5727,-1
967784186965872640,starname_me,6485,-1
1163111224944594944,jwife2019,6010,-1
763555610700820480,txpeace22,4369,-2
961187407637962752,crypto_news24,6253,5
239069744,Alevskey,28365,5
1281767880640454656,SaitaKanOnline,7406,-1
1451674519085617153,limemon_NFT,3161,1
1439982347366064132,Inner_Sanctum__,11645,0
1497761232459206658,TitoothNFT,2988,2
1437381879301169156,Naback222,3453,-1
3452648668,lmmortalcatNFT,20532,-1
514197548,colombogazette,22548,1
1472449187111342085,abiola_parks,5169,5
1466009443,monicasloves,61228,1
96224067,GaroweOnline,91746,-1
1385307927871901696,JoeTseGy,5545,-1
372805464,WistfulCass,11986,1
556160767,MIT_CIS,3639,0
1222084828100775945,Odessa_Journal,8491,3
3010833422,sakurasasku,35546,1
1488799446863388674,HolyMarkets,12902,-1
843718895143915520,KevinBeutler24,22588,-1
1254424548,CoolBrighton,18543,1
1437292965613948928,nftjakey,153210,1
322255353,alger_NFT,100323,1
1115985999178420224,towards_AI,14060,-1
18068926,marcusborba,40813,-2
115991458,gvalan,33647,1
144461413,EnergyLiveNews,11898,0
408406116,BusinessAtUL,4904,1
1031495988857499648,Blockchain_exp,2550,-1
482126936,StorySpirit4U,36981,-1
1514803698,LqLana,23568,-1
15656207,_msw_,12378,1
39630126,MJFINESSELOVER,25944,-1
1076898655246970881,ngachoffat,7246,1
46463494,monkeybone64,2744,-1
225061162,andrewtlynch,2903,1
15210328,stillawake,7118,1
82578750,SAfmnews,748784,2
2557859383,MEEKSVS,3564,1
114110631,srajb,18423,1
1335088473951383552,Bidenwonthnkgod,3441,-1
1273066168497119233,TruthsWizard,5759,1
1378640165313208323,common000786,21272,-1
156016878,Neil_Irwin,98097,1
828230269492674560,Davidpotomac,3633,1
16106522,kinsellawarren,55411,1
15326206,wavesofeuphoria,3972,2
540628749,AnthonyMKreis,37061,2
16449615,DeutscheWelle,166906,1
3078672341,makepeace_julie,3072,1
2221525081,ForcesReviewUK,4011,1
2496432906,ConCotzias,4611,1
88960222,attraittw,3024,1
14946895,virginianpilot,128526,1
752537419841413120,46mingo,4462,1
136550204,scottwongDC,46279,1
1140451,Anthony,103657,1
1458485787964678154,ExhumeFredTrump,2773,18
3104759578,tchevalier10,4398,-1
82538231,chimeraelf,2880,-1
26216748,olsense1,7209,-2
957599336191406080,luqmankhan555,4616,-1
1082280800375185408,ben_moll,15116,-1
403381541,RajaArsalanKhan,4165,0
822215673812119553,WhiteHouse45,25541870,1
564041052,MeloniFulvio,34558,1
1012446894692368384,InDecades,5463,-1
1068950994535346176,nicc_blue,2749,-1
21460496,NJdoc,21165,0
1488966025257312262,BBlues60,8587,-1
1275956011501793280,ArtCherado,4112,-1
1183999579781521408,aqeela_raza,2965,1
423873762,joycesurprenant,5920,0
876120291440816128,RanaRameezRaza2,2703,1
2812895832,iccr_hq,24834,2
3120036501,eoilima,10482,2
165328831,grumpeoldman,6383,-1
1119376111786496001,MAsadM0,4449,1
223110908,RajanAnandan,84568,1
3238672500,editorvskbharat,29322,1
1179739269541351425,anis_uji,5806,0
148730016,brgawra,2716,1
6509832,CNNnews18,4699935,1
48938032,TejinderSsodhi,16402,1
29979814,monaeltahawy,369432,0
632676886,RayyaGhul,3458,1
91923745,KolHaolam,61309,2
18456220,wpear,13120,0
43123974,ARTSalamode,5098,2
940344632,JayGoonetilleke,2748,-1
44196397,elonmusk,94718158,1
2949599883,lennythepen,4574,1
2353605901,GOPChairwoman,1120115,-2
1342512456023814145,JJRyan48045824,2736,0
755964849339764736,scnyny,11019,1
171281306,bluenotes77,13478,1
1200024718218334210,WorkersPartyGB,19748,1
1349981201378004992,PersephoneTulon,2661,-1
241640955,jmhamiltonblog,5031,12
2985479932,medriva,312179,-1
1294672827593953282,TrumpisNero,2999,1
717788360,BeingARK,5198,1
752540675829338112,WhatsEuroPinion,17954,1
415669188,IloveTaguig1,76593,-1
1219862256,lindathomas_uk,3892,1
33537967,amyklobuchar,1947135,1
802596887677325312,EmbaCubaKenia,3069,1
8216772,denverpost,466050,1
529735551,Asphalt_Warrior,5911,1
1206446836988481537,keekee_boy,3839,1
20828096,dougallday,4479,-1
28817015,ltgrusselhonore,119724,1
825424740244406273,NanniMagee,7384,2
36346876,ArtsJournalNews,17948,1
3590798356,UKMPtweets,9145,-1
178668890,TaodeHaas,11115,-2
369869874,ORFMumbai,3294,2
46667252,Tsunami65,4326,2
414726712,tissa38,2648,-1
1317940454084825088,markghost45,25700,-2
792114037,cakelly50,3709,1
271297553,dunstablian,11398,-1
90890743,evenoxmyx,10752,-1
464222379,jillwow,6603,-1
1245427239338102785,Badged_Patriot,6376,1
1085683407844265984,KnittedKittie,6774,2
823321464233480193,Radarlove75,6475,1
1102968375284776965,911Amelia,3678,1
592667596,CT1265,5316,1
3220842388,suemitch2017,2825,1
1144981076865179649,JoanSmi26573875,3483,1
1726074810,reveal,85669,1
36357308,LisaRangel,9336,1
1263505094,litahart72,2976,1
999759383830679553,Janis454,6481,-3
18720099,tmj4,77554,1
703227825231253504,raisinadialogue,32529,1
15872935,mallyskok,14323,1
603037450,Fore_Warned,22081,-1
552779969,PedroGomez2210,11093,-1
28123142,12NewsNow,45028,2
525501901,PSLiterary,42565,-1
340251207,ibukunmi_,2693,1
241757866,SmoothDonEsco,20427,-1
4429976174,tuanxcoco,158217,0
772228532705513473,aegbeom,21242,1
19923144,NBA,37403881,1
997971961400758272,VictorOcean2,3946,1
885037574,SiriusXMNBA,29932,-1
21660529,Sportsnet,933414,2
570859668,festsilva_233,2606,1
50848090,ScottStrazzante,18427,1
391039277,VinodSreeharsha,2881,1
1256052397232848899,NoEmmeG,16673,2
53245871,bworldph,61759,1
2542032578,PhantomPower14,22481,1
846483032794185728,TheAlexHughes,3106,1
63707684,tribunemagazine,84889,2
1009022579900702721,JohnRuddick2,32430,2
1156520853519028225,livo_sarah,2793,1
3050023319,treydayway,33492,-1
1419020654,ishkarnBHANDARI,389349,-1
2395709306,ManiShankarIyer,2808,-1
4113711983,Bernicecook19,3422,1
303136701,599bt,3367,-1
137816509,kacidama,5285,0
795472,maxormark,2916,1
270470351,mirabarhillel,11677,-2
174963167,GordonDalton_,4037,1
211626586,Retrochbabe,3303,1
864506534604279808,SharonOrourke67,2883,1
293752356,STVKathryn,10144,1
3221306752,ScoPoliticsNews,6735,1
92398758,williamnhutton,70459,1
236493002,mistylou1966,3471,1
2338811370,Hepworthclare,45444,2
586420487,BriefcaseMike,14011,5
15901907,yvonneo,2610,1
789829244943761408,FirehorseP,8612,1
268385416,TWMCLtd,18850,1
282914879,fascinatorfun,80189,3
1384194600282165260,nuworldcrypto,2956,1
1412036266888138754,RevenueCoin,22805,2
953467922566889472,Respite0099,10628,1
849115880420069376,StockheadAU,18419,-1
15342208,voxeu,57101,2
916681683134447617,MilaPlayporn,8886,2
1034478294677250048,CryptoTownEU,1458901,0
1515920193960448002,legendboypro,3508,-1
1501869645032144900,iracemetaio,2844,-1
16664309,bernieshq,8415,-1
1247187889408139264,careeria_app,3165,-1
14699241,Naharnet,79904,0
45513969,slexthebusiness,3671,-1
191478785,NewTimesRwanda,363597,-1
306245491,Gasabira,6986,-1
1602913392,Cinzia_Bianco,11914,1
79402753,SquizzSTK,26048,-1
2199126007,LouisevanSmee,3291,-1
1151120468080025602,maxplancklaw,4228,1
2821365117,MPILheidelberg,9799,1
2232163009,coinok,10387,0
14497300,greenpost,4843,1
25846227,mkrivich,6110,-1
1304983082097811460,HaydenJOConnor,8286,1
116661436,AYCLearnDigital,18090,-1
179235678,SingingInDCloud,15963,-1
168700832,AndreAbiAwad,5886,-1
1502014204861157381,NFTlifegiveaway,40983,-1
1301930704784306178,TheAgeOfGangs,58588,1
985607800410734592,GameDev_RT,3434,1
36988080,JamesSabata,4500,1
2821451759,albertogaruccio,7946,8
1500180389494767625,Masteryoda_eth,13446,1
1387583294305406991,OpenseaDrops,20893,1
1482736650933448713,FoodGangz,5114,1
1494164160900661248,greenssky1428,5791,0
148906035,ThisIsMoSalah,2729,1
1387395247718735872,MorpheusAlmight,11384,-1
33065750,adelmozip,4931,-1
179872444,idcryp_to,12392,-1
1218006198735208453,LongIslander520,11185,0
2612668305,gbibuildingco,16714,3
1017540973562355712,RealHauleGluck,293054,2
2361481063,ZimmermanV66,4527,1
455198754,Iamkolotayo,7567,1
1509930430560370688,jusdawgz,5794,1
572156130,gongzuierrr,6502,2
971654277335863296,MyUnsafePlace,5602,1
75673231,enricomolinari,45737,6
1150116583,ETugume7,3616,1
705539763349164032,ipfconline1,123252,12
18000505,EmergingEdTech,9885,-1
82854784,IUK_EDGE_LDN,2555,1
908230076,Analyticsindiam,14202,0
22032403,politybooks,18807,-1
987780156843585536,BrainRoaring,2706,0
52668944,Xoriant,8677,-1
951690486917582850,IoTtogether,3849,3
555031989,Ronald_vanLoon,278207,3
1109544277196054533,AI_Miami,15466,5
967382282402254848,Strat_AI,27079,3
1049585267772968960,digital_trans4m,4397,2
897825603835113472,GadioOumoul,2801,-1
1295211526467411968,VSTMEX,32797,-1
23059499,SeekingAlpha,205768,1
569795241,infrastructure4,2827,1
867648842585567232,Lindyloo977,15038,-1
3088516882,AfricaBizRadio,2940,6
2280608250,ADCinUganda,2777,1
1978995823,AustrianDev,4894,1
226137180,IoTNow_,28977,3
1362860519225511940,rezashah198,3139,1
63594283,EmprendedorOnli,2516,-1
293418954,YSpecz,3399,1
1467258242669719557,ShibaNFT1Army,15400,-1
89416857,lilygrutcher,18140,-2
522530914,michaelh992,116476,-1
18227519,morningmika,1071401,1
21619519,JoeNBC,2795855,1
548036878,NYCDEATHROWCATS,24296,1
324703658,RexChapman,1219544,-1
1454687180,Hromadske,64513,2
15565732,faseidl,51264,-1
14780915,RollingStone,6372072,1
742537074658578432,vtbirkenstock,12516,-1
1106954970916683776,444molls,27589,1
918420895495946240,NetTibet,6844,1
946698502171750401,TibetPeople,14714,2
457821692,thedewjosh,8178,1
19217369,neontaster,147512,3
1006482620,AZachParkinson,30696,1
3177328578,negihimachal,20181,-1
39927901,nadeemmalik,3052883,1
1058900150968639488,shazi_khokhar,2903,1
863120649048530945,AnitaKrebill,3142,1
34884291,VisitTuscany,43616,1
1828653848,Macronomics1,5317,1
65618767,MichaelBarnes54,3109,1
501397421,BeverlyFolkers,17522,1
1431707823231193089,DagnyTaggart369,8741,1
437609814,Guilhe21,8821,1
194583788,Bode_Bankz,2782,2
603344194,BaldingsWorld,59053,2
14110585,JustinSayfie,8187,1
17220423,KOB4,110892,1
54081679,TherealDubG,2682,1
2372352906,DrLindaLMoore,19585,2
18025377,michaeldweiss,221903,9
58058688,GAUTENGnet,42237,-1
330116085,f1rmanh,2529,1
35021244,Andys_Cat,4083,-1
145450191,Scottsbriefs,4015,-1
702892218789568512,TheDreamMan4,38290,2
1060605689024929792,ChristineJameis,11044,1
436713050,taiyonoibiki,6634,1
147017457,nknewsorg,83938,2
318673863,AskAnshul,1018081,-2
1185454510321393664,DilzaD__,3559,1
2866854441,VINTAGE4MOMS,66478,0
41002642,TaranQ,3538,1
1471143308974080012,Cryplert,5333,1
14850098,marclacey,24400,1
153741027,IHIEurope,12542,-1
138168339,VABVOX,125988,-2
812344585,ritamary6,4372,-1
585480895,Ninja_Atl,2810,-1
148529707,RBReich,1510810,-1
33620492,marktweedy,3370,1
778668696155873284,Reighangillam,5871,2
737450843637710848,MurphDugan,6209,1
797547199928422401,InSpiteOfTrump,34915,-1
1219283935865266178,ProgIntl,94971,-2
69337870,fatimavaldivia,2558,-1
4033875809,julienfouchet1,2549,1
1167582110556798976,simonapcliff,5032,1
2981163774,samurai_1967,2850,1
538949379,1TVNewsAF,781867,1
3042776671,AjayKushwaha_,50343,1
2934987600,Mian_NadeemPPP,5695,1
1129381702407741441,CryptoCryptoNe3,3884,1
1130415940540125185,InvestIndiaGER,60656,1
1266835530,komallsalman,16481,1
5907282,shobz,22979,1
1335199667571679232,ArgusNews_in,19256,0
267158021,Sports_NDTV,592788,1
101218060,akhtar978,3724,1
2983250529,GrassrootsSpeak,112027,1
16000699,BlueWaveResist,7985,1
18856444,suzy_rice,5631,-2
922074262491590657,ShaunaBarrySco3,2848,1
1475826665737658380,mariamhassa355,7953,1
847075612841971712,ProfBlacktruth,28357,1
877362138603372544,Michael_of_Mesa,9830,1
2737003958,WritesBright,40031,4
1035418272764715008,BylineTimes,120932,5
42665626,TabathaSouthey,71677,1
114770420,sofinique1,14836,1
24992877,Mezikenyc,2625,1
718130220746846208,TopMostShop,3278,1
162349471,ProfAFinlayson,6080,-1
962305884,OmanObserver,102542,2
358287982,WellingMichael,44907,-1
462076892,Shanice_OM,4707,1
410719332,Tahir3T,11668,-1
78001994,allentien,39411,1
3293238906,PlumasDeSimurgh,11849,-1
2792151542,Doctor_Stefan,18621,-1
5392522,NPR,8935410,1
42672436,sharonflink,2927,-2
69053,Aine,5041,3
18029310,mangobeach,5569,-1
18170319,jbhenchman,9174,-1
16164636,walterolson,26927,-1
386215505,JJohnsonLaw,29244,1
1090715513586679813,JoshuaPotash,206064,-4
1015561057,mrsstarr2011,3869,-1
198461761,Indian10000000,14225,1
1173286656,d_s_thakur,10158,1
1280911632567164928,Nyay4SSR,3433,-1
1166268054856036353,dcramban,11131,-1
25163231,Convertbond,90649,1
752274208571424769,Alpha_Keeper_tm,3322,-1
489688100,ishbimir,3184,1
433337325,linB2198,4520,2
193937085,CerasellaChis,3060,1
18354359,LuminateLMI,3107,1
1281828309727354880,enkudheni,10338,1
330337456,ClaireProvost,6255,1
1032693048550060032,GoCareersSA,22110,1
621325174,PrimeNews_PK,6695,1
1281362160455745537,oskar6982,53085,1
17190115,editor13x,18963,1
197693260,_MichelleKhu,3486,1
1216859681127378945,walkrunfly1,3493,1
1433790994768482309,GitaDasi18,8330,6
1335846417831612417,I_m_Suhani,5357,2
126075164,Eco1stArt,6565,2
1339854754239934464,havefun_1234,64714,1
766063538314043392,SissyStephanie3,9560,1
923032746804461568,Ashadevi9415,13089,1
888759918806929408,UmakantSingh94,25643,1
180188862,wilsonchandler,144838,-1
1393206996074172424,WardenChas,7117,-1
4271342656,ToneQapo,9382,1
5370192,MicaelSilva,6146,1
1113770653,rick_rampal,3400,1
861280751115018241,RAM0667,8723,1
33623510,witzshared,15443,0
397534758,DCSCInc,17627,1
1375583112,PatBlanchfield,31878,1
1597408068,RichardYabsley,5973,0
775468048908029952,MsRebeccaRobins,3343,2
15639774,adamdavidson,131156,-1
1317562419414147072,Corleone_Roller,7968,-1
47353721,twtrrr,5119,0
2951989629,TheOtherSuspect,4727,1
3156794327,thejoedoe1,3621,0
123881711,carolinep0,3008,2
22814030,tweeter_anita,30772,1
19719259,Greekbluenose,3843,-1
15129117,rubberdom,44133,1
15206103,peterwalker99,49254,1
20455039,MoonrakerXI,2588,1
23243831,KateEMcCann,124830,3
227133527,Wiznyme1,2505,1
16513349,jessicaelgot,91882,1
1006451393299808257,AbulBasharTuhin,10937,1
2391731906,Killertunes_Tii,54746,-1
3191664624,aaichnairport,36359,1
330978029,AndrewScheidl,2603,1
13519212,LondonLovesBiz,26942,1
15081182,WarrenWhitlock,488436,1
1494903386256605185,cyberpunks_lab,18244,-1
768178484569108480,Vaporwave_Bot_,5696,-1
126681958,Global_Policy,12735,1
4845096202,ProRealCode,2745,1
4263007693,gp_pulipaka,132269,4
373009464,SofiaBettiza,3613,1
1312249887522603008,NaimurR88576483,2838,2
1433018225445376005,coin_gabbar,30803,1
24762949,Jankowski60,6798,1
779314499174166529,SandraDirkson,2838,2
1133429208426917890,Liverpoolcom_,19471,2
179500584,OptaAnalyst,97997,1
899937865584459776,tmv_crypto,43576,1
725560486385831941,getengati,3290,1
1146951151209742336,GamebotIndie,4354,1
334295240,susanamper,5213,0
896166389332848640,slpng_giants_oz,46805,2
881321982670884864,mickeespringsft,4900,-1
16273417,nedbat,22581,-1
906251815,IrisKnowsArt,6362,1
609261426,DebraMartz,5557,1
1050788668913446914,MaccessoriesR,9595,1
705112873500971008,anglrsg9,26091,2
1174068919923105792,JS_PlainEnglish,3884,1
388454072,PedCritCareMed,14335,1
1115002609390239745,PedsICU_tweets,4437,2
1327935633445199874,BotFemale,3150,11
884009229501296641,TechnoBotNL,3613,1
400810784,CartersCollecta,17003,7
1389927632431636480,FoxgloveAcrylic,2602,6
967746907413073921,Filomen03258997,5002,1
118459189,InnaSovsun,99984,2
763010018,PaulaChertok,27496,3
29523749,AntiquingOnLine,15354,1
2160973969,policies4poland,3425,1
818891258290667523,keskajainimene,4916,1
1176912722,EricaVerrillo,4538,6
48215905,Virgilante,7981,1
864416148061925376,susanfree16,4567,-1
3011564809,JoyYorkAuthor,15175,0
959566905588748288,Suzanneromance,12047,1
4866451906,EmmabBooks,36593,1
19769848,wlandscapearch,31524,1
80731273,LarrySchardt,21357,1
93558188,andy4democracy,20188,1
1376320862,Spanish_Heather,8567,2
1503049138954514437,FrenchisFunky,2731,3
1000814755664150528,100xcode,41082,3
1495987674183725059,MTVerse_NFT,8309,2
835918833466634240,TechInterceptor,4304,0
269581619,7NewsAdelaide,101298,-1
357777980,AndreaLNicolas,4321,-1
1330873852818313227,immunefi,23287,1
1477716430477049866,haddiesbayclub,7606,1
3218692340,ShibaMinato,9443,0
1071612708,BuyStrategyCom,3306,1
1449601340,pavitraputul,3336,-1
112766770,Sysoon,3041,2
799258418137677824,BeautySkinYourN,3460,1
3241800021,MQAMusic,7186,-1
20234637,MusicWeek,181363,-1
3690561734,ConnectGujarat,4292,2
253363609,fandompost,3694,4
4823541659,Fund4YourCause,2760,1
61793290,CatholicShareC,5113,-1
1059793635091218432,THAILANDMEDICA1,3501,-1
2151065568,thetimesgr,16663,0
361779253,isabella27gin,31655,5
1489242751,anesam98,14026,2
607110862,CloudBusiness9,5114,0
522396732,hope_steven,5603,1
57288936,ilceruttino,2509,1
1061613703588691968,Petrine05647629,2648,1
221647151,LMKMovieManiac,412731,2
1255383341798432768,Muzammil2255,2923,1
1029330969793372167,not_now_todd,19302,1
1404200914915844105,kissaki_samurai,4108,1
1382205665536401409,UKCryptoAgency,15703,1
870763694753538049,EndTheGlobe,9598,0
1446101256691322881,xSimpsonXRP,4338,1
1459154069147115527,HabibBh15065325,10682,1
1492919643169828872,AliRaza27804,11184,0
999947328621395968,Bybit_Official,1773738,1
797257949555097600,HLfavorito1,24522,-1
1036522244917190656,R1_Adv,34887,-1
1066447191093456902,Chrissyhowell16,16224,-1
1429301268,IHaveVanished,9410,5
15713489,missingpeople,89672,2
3374619071,andrew_gosden,4727,2
889831292623360000,CoffindafferFBI,23481,-1
434940789,BaltCoPolice,38693,-1
697096584195080192,aware_the,8028,1
357506382,curtisc5105,4408,9
3589351635,msm_monitor,28638,3
1054294480411598848,adetunji_01,15262,1
2327400218,C_3C_3,62925,1
189366606,drfessel,4528,2
1097021357081153537,scarfofsilver,8657,1
21580831,nasoskook,5281,1
799250105572491264,dlacalle_IA,128875,-1
342156431,Goldbroker_com,8760,1
185990775,midasworkss,5383,1
102753335,tomthehack,8502,1
1106316464653389824,fugitivemama,3475,1
929798705342853120,CHHSenior,3196,1
1179469835715125248,me_think_free,25752,1
32517594,RonSupportsYou,16734,4
1037020393306025984,RStrelizia,6119,2
707613422,manifestcon,2537,1
1137005061173854209,Lorrain87147592,5810,1
1275835608531972102,AHajtovic,5124,1
344686533,Atari_Jones,199616,1
4716565044,JimmyStreich,8523,1
1524168548729372672,2wuhufu,2624,2
1376710684973629444,ZadeSmith6,12207,-1
705924292949594113,jbjk216,10623,1
313525664,maxjcm,9695,1
43316985,humanmade_net,4863,-1
1391498068110069765,PurpleHipChic,14496,1
1324737805474562051,SchmitterCecile,3013,1
3746935457,orientaliste11,2819,1
2766324113,pannlewis44,5565,-1
43931662,mcahalane,12294,2
728409566338146304,historydefined,448369,-1
302049284,Andr6wMale,34302,2
62774102,filterednews,2747,2
102119821,DruhFarrell,18227,1
1617378704,HilaryKHarper,2524,1
960891360453656576,JiminGlobal,355254,1
2357549246,Filter_Twilight,4597,1
124248479,anachech,9391,-1
1359814016617639937,NATO_AIRCOM,59411,1
374102155,bbells05,2522,1
1339844318115336198,hourlytacha,14422,1
56961858,Maryam_Rajavi,71489,2
50552213,sepehrIran,4129,1
825243162201448448,Aabhas24,101862,-2
990185512798433280,SumanSh58123278,10551,-1
1262415140,nonso_nnamani,52515,1
2315650605,quinn_tope,5916,1
1062836894,sm_040,4765,1
1936999562,IranNW,16523,3
1363486667622014976,MeidasJeremy19,16242,-1
24470087,kals55,3027,-2
1002360296223096834,shell_loyd,8870,-1
1120211230659051520,TheGREATHoudin2,19057,-1
92846845,KrissyG1,4395,1
347810094,roblwilson,3839,4
1245550575158063111,AlinaUtrata,4112,1
2797159519,CNovelo66,3238,-1
1023999750218100736,affleckquine,10019,0
275228879,lostguy79,6657,-1
25393894,milenaac,4097,1
414284277,LoftonRudolph,3458,-1
294597609,Lorramark,3077,1
2996138987,thepurplenoodle,5298,-1
1477342011875381251,web3isgreat,69731,-1
739844197935644672,AmoneyResists,123523,3
2156707217,KernowDamo,29874,1
245517265,ERNACT,2781,-1
14085040,MiamiHerald,506563,1
2414913756,LeChatNoire4,14196,1
1244198220366000128,PPEtoheros,5048,-1
749759701,jstarhenry,5483,1
356184553,WARSCAPES,8214,-1
399156475,africasacountry,122721,-1
465708225,nikkijunewicz,2515,1
372536288,mikeytheweasel,13087,-1
871892486,Guy_Stallard,6294,-1
147229311,BRIGBIN,16758,2
89191877,valekhan,8735,3
2951344267,tribhuwan_0196,4394,-1
1406220117638266880,Charlie85915085,2621,1
79563407,DJJABTICS,2507,1
965663840166916100,GracieGodzuki,3864,1
1414349103337820165,sophie46472077,3359,1
34082620,JesseKellyDC,502442,1
26256780,NobodySharpstic,4576,1
918781062200872960,Resist__Fascist,10417,-1
1084825691886100487,Johnnyjeep4,3102,1
231390130,trevorw1953,8965,1
342848614,PeteWScott,6786,1
1402061509627363331,kreophagos,11568,1
1270398593950720002,crit_gen,5575,1
345018913,xlittlefragglex,3283,3
229580248,LibertySciCtr,11940,-1
1217621784599629824,chinese_paint,4249,1
1037479904395317250,VibeSoHigh,14284,0
1153427894787379200,BlackardDan,3103,1
1186692775531540480,Jackspa72033247,26045,1
897673317838016512,DemopJ,11916,1
2245925204,CrosshairDan,2987,0
1336792818690486274,kfoxx_writes,12696,1
278661029,WarpIt_,4269,1
85795383,MsRonnyB,11917,6
614713267,Carole3912,2973,2
106457836,Avonan,2963,1
27382158,Aaronsmith333,3899,2
156464691,7NewsSydney,365787,1
586300252,CherScheff,3506,1
45831662,bytimlogan,10608,1
298410389,lezleemac,12280,0
4004609957,BarbaraLNewsome,8666,1
1315756796,bluezed2003,2902,1
1153682741780598785,EmergencyBK,16875,0
1016532597432725506,ShiannonC,16867,0
2894786789,rambo82ave,4049,2
1207698254659489792,przemekg18,2844,-1
800177784,redalphababe,19073,2
30700854,giselle97,6354,1
188668572,ldrscke,6270,2
17234816,natachakennedy,7947,1
403459590,kateferguson4,17116,1
168253175,PhilMorandi,4582,1
211639555,TeresaC123,26962,1
1297456718226563072,bill_howarth,2951,1
634021603,StrictlyGirls,9454,1
1300522976446619648,SmindCrypto,2671,1
133000681,kubieth,116004,1
1600562437,d84_vlad,9218,2
1465147471705817093,KirkBowen10,5176,2
46871420,montybr,3277,1
1507828874603806727,AggregateOsint,23607,0
335867587,Felix_Nuno,10175,2
1295697200471633925,SDGsCoLab,6428,4
255986116,markito0171,66703,1
230923,galipeau,8389,1
587094431,KentGraziano,5271,1
1094042541232656384,GoldmannStaxx,3947,1
2821785680,_Official_CPA,4882,2
1391072270077022212,TomMeb11,2765,1
255045605,Steven_Ehrlich,8955,-1
2278747880,godbole17,12446,-1
1378761962583166976,CryptoPulse9,2549,-1
72534762,bnb_13,2816,1
1494637730571165696,RanginekomanC,7205,4
1423943840897982467,CrypChic,51974,-1
1331779525751967744,anspwer,4610,-1
1468284322885287936,oceeanid,2917,1
1006701685740376064,KyleNovenski,3383,1
202590356,HaroldSinnott,93513,4
2297381593,MotorcycleTwitt,21892,2
3040871649,hubofml,10056,26
534563976,KirkDBorne,315212,3
1064108650271309826,TheCuriousLuke,7187,4
21158016,Go2Tubebular,3080,20
835136041409478657,ClarasJewelry,15993,8
762020443373133826,libertysoap,7978,1
1407198105850716162,roseaiello2,5121,1
171973084,sharie_kaye,4565,1
777602464706994176,RetroCEO,9197,2
1111889691052249088,CoolMustHaves,3503,4
2312344626,JeremyAHarper,11727,1
2808956630,DigestWordpress,15769,1
922655697850036224,lstvincentj,11220,1
84008771,musicthinktank,31418,2
1423358541910454273,ElhamJafari58,5523,-1
1381538307037929474,FaryadiSharareh,5964,-2
1509442818,guwahatiplus,82068,1
1278344823590748162,sepidehsahebdel,4123,-2
1374110538242924545,themindfcukart,5179,-1
71487564,CricketNDTV,1775270,0
1362025616086863876,ccryptoFinaNCee,4817,0
1401590487631400961,MirNft,4073,-2
861939645256523777,Faytuks,14127,-1
1381711844,PCMCamisetas,3809,4
68395842,Manitarka,5448,1
209535365,AusIndiMedia,26012,2
32655519,Krissie_Lee,4237,1
339990016,TinaMCasey,7047,1
723606049849237505,MFKosovo,2580,1
734390196771381248,CoinTrendz,73189,2
